seq929	9.211753e-01
seq2545	1.000000e+00
seq1320	1.000000e+00
seq2849	5.536887e-01
seq3034	6.311245e-01
seq147	1.000000e+00
seq1703	8.460066e-01
seq2876	6.135742e-01
seq1777	5.277727e-01
seq1471	1.000000e+00
seq3081	9.437063e-01
seq1459	2.429068e-01
seq2180	1.000000e+00
seq1842	9.104451e-01
seq331	1.000000e+00
seq2893	1.000000e+00
seq791	8.404041e-01
seq136	8.052203e-01
seq1053	9.656575e-01
seq3064	9.498035e-02
seq2855	7.657449e-01
seq2223	6.412130e-01
seq2055	8.102012e-01
seq3188	8.469440e-01
seq2102	1.000000e+00
seq2271	8.756848e-01
seq1743	8.538031e-01
seq1903	6.691678e-01
seq926	8.139090e-01
seq471	5.273571e-01
seq3219	1.000000e+00
seq2886	8.923073e-01
seq2209	1.000000e+00
seq2543	6.307568e-01
seq79	6.703892e-01
seq1527	5.607994e-01
seq2422	9.359280e-01
seq691	4.429734e-01
seq1016	7.921657e-01
seq739	7.713516e-01
seq456	9.301616e-01
seq1322	5.417112e-01
seq1319	8.623092e-01
seq1176	1.000000e+00
seq486	4.396960e-01
seq442	1.000000e+00
seq742	1.667210e-01
seq1483	1.000000e+00
seq847	1.000000e+00
seq2728	4.607006e-01
seq146	8.582631e-01
seq1406	6.340273e-01
seq2539	3.218045e-01
seq388	8.713093e-01
seq1782	5.984504e-01
seq656	8.483008e-01
seq405	7.529651e-01
seq2390	9.232403e-01
seq2839	6.829794e-01
seq1188	1.000000e+00
seq2108	9.788481e-01
seq301	7.081405e-01
seq1217	9.819152e-01
seq869	5.889912e-01
seq2579	5.853419e-01
seq1420	8.841275e-01
seq2563	9.877465e-01
seq2569	1.000000e+00
seq2511	6.788468e-01
seq1390	8.467142e-01
seq2384	1.000000e+00
seq1988	8.282553e-01
seq2243	8.734741e-01
seq2	9.056522e-01
seq1500	1.000000e+00
seq695	9.815205e-01
seq1198	1.000000e+00
seq1932	1.000000e+00
seq1109	8.993479e-01
seq351	1.000000e+00
seq768	9.090715e-01
seq2104	8.888907e-01
seq1315	8.514012e-01
seq2480	1.000000e+00
seq324	1.000000e+00
seq1368	9.806582e-01
seq3096	1.000000e+00
seq2806	8.311499e-01
seq2785	9.601936e-01
seq550	6.861264e-01
seq411	7.452310e-01
seq2050	9.878008e-01
seq1078	9.165942e-01
seq2060	9.266831e-01
seq1005	6.105988e-01
seq589	8.801265e-01
seq2451	8.009653e-01
seq294	1.000000e+00
seq1462	1.000000e+00
seq1602	1.000000e+00
seq1878	1.000000e+00
seq1042	9.450832e-01
seq1528	8.160655e-01
seq2984	8.240836e-01
seq1510	8.329474e-01
seq2782	4.546842e-01
seq2856	1.000000e+00
seq1901	5.289680e-01
seq1282	6.963921e-01
seq459	1.000000e+00
seq2918	1.000000e+00
seq940	1.000000e+00
seq190	1.000000e+00
seq2954	5.249661e-01
seq2245	8.020890e-01
seq444	1.000000e+00
seq1710	1.000000e+00
seq2970	5.459014e-01
seq1822	7.658254e-01
seq1259	9.272048e-01
seq2015	7.260327e-01
seq995	9.248065e-01
seq957	1.000000e+00
seq683	1.000000e+00
seq1148	1.000000e+00
seq3056	5.529558e-01
seq479	9.851560e-01
seq283	8.436862e-01
seq441	1.000000e+00
seq2140	8.539758e-01
seq1920	1.000000e+00
seq2762	9.618353e-01
seq2085	8.790161e-01
seq2282	9.650317e-01
seq1613	1.000000e+00
seq2042	1.000000e+00
seq2542	8.004839e-01
seq2432	9.270106e-01
seq3029	6.363937e-01
seq1358	1.000000e+00
seq963	8.750814e-01
seq1265	7.717561e-01
seq33	6.649793e-01
seq568	7.601245e-01
seq2600	9.212126e-01
seq713	1.000000e+00
seq738	6.787449e-01
seq237	1.000000e+00
seq758	1.000000e+00
seq2255	1.000000e+00
seq2610	1.000000e+00
seq1532	7.688243e-01
seq1194	9.762840e-01
seq759	1.000000e+00
seq342	1.000000e+00
seq1199	8.774743e-01
seq1758	2.095831e-01
seq667	4.657555e-01
seq1366	1.000000e+00
seq670	1.000000e+00
seq1542	1.000000e+00
seq1086	1.000000e+00
seq1994	1.000000e+00
seq1149	1.000000e+00
seq1090	4.726343e-01
seq1636	6.674017e-01
seq2268	7.259614e-01
seq678	7.812390e-01
seq1264	7.975923e-01
seq814	1.000000e+00
seq1928	1.000000e+00
seq563	1.000000e+00
seq2641	4.377018e-01
seq3143	7.572746e-01
seq3094	8.358838e-01
seq1888	2.695806e-01
seq1137	1.000000e+00
seq1618	1.000000e+00
seq2669	7.771444e-01
seq1775	8.907049e-01
seq2561	8.417690e-01
seq953	8.072082e-01
seq2159	4.481540e-01
seq808	1.000000e+00
seq1810	7.890341e-01
seq1466	1.000000e+00
seq807	8.201731e-01
seq1718	7.275478e-01
seq2778	8.409924e-01
seq2742	1.000000e+00
seq834	8.870308e-01
seq977	8.878666e-01
seq2994	1.000000e+00
seq1883	9.287878e-01
seq2845	6.867369e-01
seq1416	9.924584e-01
seq1234	9.910236e-01
seq1999	2.492960e-01
seq462	7.676371e-01
seq1736	7.208313e-01
seq724	9.743479e-01
seq2915	8.725974e-01
seq1821	4.113901e-01
seq1559	8.950289e-01
seq1218	1.000000e+00
seq2662	7.598863e-01
seq1101	8.340811e-01
seq872	9.236310e-01
seq516	1.000000e+00
seq520	1.000000e+00
seq1456	1.000000e+00
seq764	1.000000e+00
seq653	1.000000e+00
seq2034	9.353504e-01
seq144	8.257852e-01
seq2113	1.000000e+00
seq1061	8.067723e-01
seq1232	1.000000e+00
seq2472	1.000000e+00
seq2766	8.385973e-01
seq851	5.306745e-01
seq2892	9.889405e-01
seq2191	6.132007e-01
seq159	1.000000e+00
seq3170	6.966018e-01
seq1435	1.000000e+00
seq1682	1.000000e+00
seq2096	1.000000e+00
seq2748	8.295086e-01
seq1855	9.707923e-01
seq1285	8.803389e-01
seq1625	1.000000e+00
seq176	1.000000e+00
seq782	7.081716e-01
seq1190	1.000000e+00
seq592	1.000000e+00
seq2490	4.646505e-01
seq458	6.137434e-01
seq2403	8.747561e-01
seq1635	9.155617e-01
seq1980	7.829719e-01
seq513	8.270557e-01
seq1891	1.000000e+00
seq931	8.556591e-01
seq2163	9.848096e-01
seq1191	1.000000e+00
seq2891	1.000000e+00
seq2884	8.650826e-01
seq2166	7.331133e-01
seq767	1.000000e+00
seq661	1.000000e+00
seq1766	1.000000e+00
seq797	7.135841e-01
seq1580	8.662242e-01
seq2336	1.000000e+00
seq500	1.000000e+00
seq1202	1.000000e+00
seq1402	3.575601e-01
seq3165	6.620817e-01
seq2749	1.000000e+00
seq2618	7.625374e-01
seq2001	1.000000e+00
seq2819	1.000000e+00
seq3078	1.000000e+00
seq1709	8.570613e-01
seq997	6.393854e-01
seq1029	8.485876e-01
seq60	8.211892e-01
seq1489	6.117494e-01
seq2578	1.000000e+00
seq19	2.620011e-01
seq214	2.971522e-01
seq2277	2.470030e-01
seq2172	1.000000e+00
seq2870	9.090801e-01
seq1378	6.576483e-01
seq220	9.708955e-01
seq1915	1.000000e+00
seq2238	4.737065e-01
seq3173	7.844330e-01
seq1169	8.531790e-01
seq663	1.000000e+00
seq171	8.520780e-01
seq1166	2.496973e-01
seq192	1.000000e+00
seq665	7.126866e-01
seq161	7.954902e-01
seq1971	6.588730e-01
seq876	6.696479e-01
seq296	9.287461e-01
seq212	1.000000e+00
seq2585	9.759672e-01
seq2214	3.582726e-01
seq2396	1.000000e+00
seq304	7.529012e-01
seq291	6.521296e-01
seq2341	7.163418e-01
seq2299	1.000000e+00
seq28	7.848850e-01
seq2281	8.508487e-01
seq2135	8.745298e-01
seq1844	1.000000e+00
seq1407	2.538931e-01
seq2991	1.000000e+00
seq25	3.083710e-01
seq3206	8.190673e-01
seq1438	1.000000e+00
seq1138	4.926619e-01
seq2081	1.000000e+00
seq162	1.000000e+00
seq1035	1.000000e+00
seq2340	9.454282e-01
seq2435	8.087410e-01
seq693	1.000000e+00
seq1031	7.650426e-01
seq2494	1.000000e+00
seq2484	9.627578e-01
seq861	6.341284e-01
seq428	9.757621e-01
seq2046	5.952873e-01
seq302	7.700739e-01
seq98	1.000000e+00
seq2902	9.056088e-01
seq102	6.234843e-01
seq982	5.065669e-01
seq2654	1.000000e+00
seq1790	6.505048e-01
seq830	7.843502e-01
seq2138	6.124441e-01
seq2416	1.000000e+00
seq910	7.790325e-01
seq1426	6.518389e-01
seq2018	1.000000e+00
seq1856	1.000000e+00
seq1862	1.000000e+00
seq2826	1.000000e+00
seq3074	8.446077e-01
seq345	8.522527e-01
seq1519	1.000000e+00
seq650	1.000000e+00
seq1404	8.488540e-01
seq1068	6.093528e-01
seq2835	9.070519e-01
seq1120	1.000000e+00
seq2978	6.718010e-01
seq1796	1.000000e+00
seq394	7.037867e-01
seq3141	7.585768e-01
seq469	5.284783e-01
seq1788	1.000000e+00
seq2834	7.922487e-01
seq1922	8.131043e-01
seq1204	5.896651e-01
seq3229	1.000000e+00
seq2398	8.367691e-01
seq413	6.893889e-01
seq553	9.778270e-01
seq2571	8.270786e-01
seq884	8.097822e-01
seq1041	6.744425e-01
seq2246	5.550072e-01
seq554	1.000000e+00
seq51	7.307255e-01
seq1164	1.000000e+00
seq1382	6.779606e-01
seq1207	1.000000e+00
seq980	1.000000e+00
seq2476	8.795174e-01
seq1300	8.192538e-01
seq1524	1.000000e+00
seq2751	1.000000e+00
seq2210	3.422032e-01
seq596	3.371295e-01
seq881	1.000000e+00
seq2769	9.304822e-01
seq1667	6.392088e-01
seq2167	8.509104e-01
seq1062	1.000000e+00
seq2190	1.000000e+00
seq1530	1.000000e+00
seq3085	9.320314e-01
seq527	9.863021e-01
seq803	6.933674e-01
seq270	1.000000e+00
seq598	7.571545e-01
seq2774	1.000000e+00
seq841	3.986563e-01
seq3136	1.000000e+00
seq2229	6.776390e-01
seq299	8.556664e-01
seq680	5.819749e-01
seq2979	9.696316e-01
seq287	1.000000e+00
seq334	1.000000e+00
seq3142	1.000000e+00
seq2790	1.000000e+00
seq3176	9.851072e-01
seq2560	7.173180e-01
seq1629	5.672830e-01
seq1118	2.066396e-01
seq1271	1.000000e+00
seq1995	7.599323e-01
seq233	1.000000e+00
seq958	3.325036e-01
seq3099	1.000000e+00
seq894	8.175795e-01
seq2344	1.000000e+00
seq607	1.000000e+00
seq1403	7.410852e-01
seq778	7.197928e-01
seq541	1.000000e+00
seq2675	9.619573e-01
seq905	7.179285e-01
seq1345	8.406516e-01
seq3195	1.000000e+00
seq1538	8.595930e-01
seq3045	6.351080e-01
seq1674	1.000000e+00
seq904	1.000000e+00
seq2500	1.000000e+00
seq1757	1.000000e+00
seq850	8.861023e-01
seq1088	7.659949e-01
seq450	7.898243e-01
seq2896	9.948229e-01
seq2668	9.752853e-01
seq1578	6.999368e-01
seq922	8.750972e-01
seq2787	1.000000e+00
seq657	3.738524e-01
seq1712	9.988180e-01
seq303	1.000000e+00
seq1360	8.422193e-02
