seq527	8.626148e-02
seq1443	1.000000e+00
seq749	9.343805e-01
seq1615	9.905565e-01
seq1719	8.572007e-01
seq84	1.000000e+00
seq964	3.556995e-01
seq1628	9.815610e-01
seq1006	1.000000e+00
seq1743	1.000000e+00
seq826	7.665536e-01
seq1233	5.855237e-01
seq1042	1.000000e+00
seq188	7.841823e-01
seq1635	1.000000e+00
seq447	1.000000e+00
seq77	6.234446e-01
seq1611	7.879714e-01
seq1254	5.518565e-01
seq1159	1.000000e+00
seq1798	6.650466e-01
seq1185	1.393629e-01
seq1280	1.000000e+00
seq983	1.000000e+00
seq1072	1.000000e+00
seq522	5.905042e-01
seq266	4.068988e-01
seq1735	5.045924e-01
seq1625	4.949180e-01
seq1243	7.593439e-01
seq1431	9.699068e-01
seq45	6.756888e-01
seq859	1.000000e+00
seq1362	1.000000e+00
seq389	4.864578e-01
seq571	9.392020e-01
seq416	7.735740e-01
seq256	4.661364e-01
seq743	6.332449e-01
seq741	3.868487e-01
seq660	6.613734e-01
seq273	8.965689e-01
seq248	6.655860e-01
seq1792	1.000000e+00
seq1822	7.344606e-01
seq475	2.721346e-01
seq1529	6.303011e-01
seq82	8.162473e-01
seq788	1.000000e+00
seq1422	7.177781e-01
seq997	1.623723e-01
seq367	1.000000e+00
seq227	6.948379e-01
seq1337	6.039663e-01
seq1587	1.000000e+00
seq664	1.000000e+00
seq1178	9.172265e-01
seq168	7.305570e-01
seq680	6.686740e-01
seq486	2.244386e-02
seq1440	4.828348e-01
seq793	8.473637e-01
seq1430	2.502392e-01
seq1434	1.000000e+00
seq1401	9.743088e-01
seq775	8.495798e-01
seq1329	7.130751e-01
seq1108	1.000000e+00
seq1250	2.374175e-01
seq2	1.000000e+00
seq836	8.967414e-01
seq387	5.108635e-01
seq667	3.613432e-01
seq1075	1.000000e+00
seq617	1.000000e+00
seq195	7.717434e-01
seq427	7.653567e-01
seq1170	1.000000e+00
seq1378	1.000000e+00
seq180	4.006863e-02
seq760	8.320779e-01
seq1827	1.000000e+00
seq1558	5.065608e-01
