seq527	 0.88200	1	4
seq1443	-0.13840	1	0
seq749	 0.11095	1	3
seq1615	 0.77521	1	1
seq1719	 0.06364	1	2
seq84	-0.21742	1	0
seq964	 0.34826	1	4
seq1628	 0.01038	1	3
seq1006	-0.21693	1	1
seq832	 0.40444	1	1
seq1743	-0.06698	1	1
seq826	 0.03738	1	1
seq1233	 0.22858	1	3
seq1042	-0.37617	1	2
seq188	 0.08621	1	2
seq1635	-0.14472	1	3
seq447	-0.01819	1	2
seq77	 0.21478	1	4
seq595	 0.56372	1	1
seq1730	 0.96177	1	1
seq1611	 0.01941	1	0
seq1254	 0.22680	1	1
seq1159	-0.12344	1	3
seq1798	 0.14850	1	1
seq1185	 0.97711	1	2
seq1280	-0.17852	1	2
seq983	-0.03523	1	0
seq1072	-0.37514	1	2
seq522	 0.25272	1	1
seq266	 0.62317	1	1
seq1735	 0.32008	1	0
seq1625	 0.28739	1	3
seq1243	 0.13667	1	4
seq1431	 0.00848	1	1
seq45	 0.47367	1	3
seq859	-0.07610	1	1
seq1362	-0.16774	1	4
seq389	 0.32345	1	4
seq571	-0.01459	1	0
seq416	 0.07274	1	1
seq256	 0.31139	1	0
seq743	 0.23519	1	1
seq741	 0.43904	1	2
seq660	 0.18510	1	4
seq273	 0.14206	1	0
seq248	 0.14918	1	4
seq1792	-0.16006	1	1
seq1822	 0.08683	1	2
seq475	 0.41712	1	1
seq1529	 0.19984	1	2
seq82	 0.16336	1	3
seq788	-0.06737	1	2
seq1422	 0.16702	1	0
seq217	 0.53676	1	3
seq997	 0.43605	1	4
seq367	-0.31424	1	0
seq227	 0.15708	1	1
seq1337	 0.20661	1	3
seq1587	-0.39314	1	0
seq664	-0.10841	1	0
seq1178	 0.07876	1	0
seq168	 0.16982	1	3
seq680	 0.01071	1	4
seq486	 0.42550	1	0
seq1440	 0.33669	1	1
seq793	 0.08368	1	3
seq1430	 0.75992	1	1
seq1434	 0.01173	1	2
seq1401	 0.02578	1	3
seq775	 0.05350	1	0
seq1329	 0.15114	1	4
seq1108	-0.08079	1	4
seq1250	 0.36377	1	2
seq2	-0.18591	1	1
seq836	 0.07219	1	1
seq387	 0.30924	1	4
seq667	 0.29265	1	4
seq1075	-0.09690	1	0
seq617	-0.13146	1	4
seq195	 0.11499	1	4
seq427	 0.10751	1	1
seq1170	 0.01035	1	0
seq731	 1.01548	1	4
seq1378	 0.63173	1	1
seq180	 0.54598	1	3
seq760	 0.12210	1	3
seq1827	-0.15319	1	3
seq1558	 0.84820	1	0
seq1546	-0.11999	1	2
seq305	 0.01675	1	3
seq228	 0.36115	1	0
seq1137	 0.27434	1	2
seq598	 0.19416	1	4
seq1142	-0.48345	1	4
seq557	 0.38902	1	3
seq326	 0.00744	1	2
seq1358	 0.75115	1	0
seq163	 0.35534	1	0
seq809	-0.07107	1	4
seq886	 0.46672	1	3
seq1039	 0.16709	1	0
seq576	 0.12387	1	3
seq845	 0.22774	1	1
seq1650	 0.14993	1	3
seq834	 0.15995	1	2
seq1537	-0.21211	1	2
seq1578	-0.02547	1	1
seq1050	-0.17080	1	2
seq708	 0.78514	1	0
seq254	 0.30342	1	4
seq1610	-0.11626	1	3
seq519	 1.01713	1	3
seq105	 0.06606	1	2
seq1629	 0.03450	1	4
seq1238	 0.17838	1	3
seq245	-0.14126	1	1
seq943	-0.11586	1	4
seq1636	 0.22500	1	2
seq1003	 0.03514	1	3
seq693	 0.09769	1	2
seq1109	-0.17917	1	0
seq547	 0.51855	1	2
seq526	 0.23325	1	0
seq376	 0.31146	1	3
seq631	 0.23145	1	3
seq1680	 0.47461	1	0
seq263	 0.86559	1	0
seq156	-0.01132	1	0
seq242	-0.26545	1	2
seq1175	 0.00162	1	2
seq1054	 0.98084	1	1
seq1516	-0.08560	1	3
seq1144	 0.09152	1	2
seq1252	 0.31662	1	4
seq885	-0.09637	1	4
seq1120	-0.03765	1	4
seq1393	 0.35776	1	4
seq1332	 0.08915	1	4
seq1659	 0.24646	1	0
seq744	 0.83365	1	1
seq528	-0.00002	1	0
seq1712	 0.11099	1	0
seq18	-0.16206	1	0
seq311	 0.12226	1	0
seq1779	 0.29013	1	0
seq390	 0.14645	1	2
seq403	-0.10328	1	2
seq130	-0.03826	1	4
seq414	 0.26695	1	1
seq1232	 0.50020	1	3
seq1425	-0.13438	1	2
seq1757	 0.34351	1	2
seq652	 0.75410	1	3
seq1683	 0.07886	1	0
seq187	 0.07677	1	4
seq654	 0.97864	1	2
seq958	 0.93716	1	2
seq364	 0.05769	1	4
seq745	 0.14774	1	2
seq365	 0.30479	1	3
seq840	-0.25843	1	1
seq592	 0.60368	1	4
seq1085	-0.06402	1	2
seq626	 0.84071	1	0
