seq527	 0.94928	1	4
seq1443	-0.08830	1	0
seq749	 0.09760	1	3
seq1615	 0.72320	1	1
seq1719	 0.16738	1	2
seq84	-0.28733	1	0
seq964	 0.62631	1	4
seq1628	 0.13220	1	3
seq1006	-0.45452	1	1
seq832	 0.69612	1	1
seq1743	-0.05960	1	1
seq826	 0.19263	1	1
seq1233	 0.37038	1	3
seq1042	-0.66755	1	2
seq188	 0.25718	1	2
seq1635	-0.27431	1	3
seq447	-0.07409	1	2
seq77	 0.39478	1	4
seq595	 0.90243	1	1
seq1730	 1.01442	1	1
seq1611	 0.13554	1	0
seq1254	 0.37374	1	1
seq1159	-0.18859	1	3
seq1798	 0.25903	1	1
seq1185	 0.98219	1	2
seq1280	-0.29532	1	2
seq983	-0.05296	1	0
seq1072	-0.65492	1	2
seq522	 0.45616	1	1
seq266	 0.67444	1	1
seq1735	 0.48844	1	0
seq1625	 0.58221	1	3
seq1243	 0.22598	1	4
seq1431	 0.02559	1	1
seq45	 0.49480	1	3
seq859	-0.05233	1	1
seq1362	-0.24250	1	4
seq389	 0.51897	1	4
seq571	 0.01726	1	0
seq416	 0.21508	1	1
seq256	 0.50275	1	0
seq743	 0.42803	1	1
seq741	 0.62602	1	2
seq660	 0.33129	1	4
seq273	 0.11333	1	0
seq248	 0.20658	1	4
seq1792	-0.09141	1	1
seq1822	 0.22866	1	2
seq475	 0.70580	1	1
seq1529	 0.35275	1	2
seq82	 0.21341	1	3
seq788	-0.19147	1	2
seq1422	 0.29814	1	0
seq217	 0.86685	1	3
seq997	 0.83325	1	4
seq367	-0.42671	1	0
seq227	 0.25886	1	1
seq1337	 0.43437	1	3
seq1587	-0.42305	1	0
seq664	-0.04395	1	0
seq1178	 0.08739	1	0
seq168	 0.28809	1	3
seq680	 0.05361	1	4
seq486	 0.58427	1	0
seq1440	 0.52916	1	1
seq793	 0.20832	1	3
seq1430	 0.80872	1	1
seq1434	-0.17129	1	2
seq1401	 0.15710	1	3
seq775	 0.18611	1	0
seq1329	 0.23302	1	4
seq1108	-0.09341	1	4
seq1250	 0.64627	1	2
seq2	-0.25387	1	1
seq836	 0.12000	1	1
seq387	 0.44893	1	4
seq667	 0.56472	1	4
seq1075	-0.13454	1	0
seq617	-0.27700	1	4
seq195	 0.19398	1	4
seq427	 0.27971	1	1
seq1170	 0.03951	1	0
seq731	 1.03247	1	4
seq1378	 0.44585	1	1
seq180	 0.82113	1	3
seq760	 0.18549	1	3
seq1827	-0.30841	1	3
seq1558	 0.87884	1	0
seq1546	-0.03413	1	2
seq305	 0.06837	1	3
seq228	 0.66513	1	0
seq1137	 0.35878	1	2
seq598	 0.24451	1	4
seq1142	-0.81623	1	4
seq557	 0.65775	1	3
seq326	 0.11917	1	2
seq1358	 0.85914	1	0
seq163	 0.62208	1	0
seq809	-0.13240	1	4
seq886	 0.75949	1	3
seq1039	 0.32238	1	0
seq576	 0.28523	1	3
seq845	 0.34770	1	1
seq1650	 0.26287	1	3
seq834	 0.24858	1	2
seq1537	-0.33369	1	2
seq1578	 0.08073	1	1
seq1050	-0.21951	1	2
seq708	 0.74481	1	0
seq254	 0.56005	1	4
seq1610	-0.13198	1	3
seq519	 1.05461	1	3
seq105	 0.12748	1	2
seq1629	 0.16514	1	4
seq1238	 0.35106	1	3
seq245	-0.18136	1	1
seq943	-0.05868	1	4
seq1636	 0.48138	1	2
seq1003	-0.03518	1	3
seq693	 0.20696	1	2
seq1109	-0.23561	1	0
seq547	 0.87265	1	2
seq526	 0.42789	1	0
seq376	 0.38851	1	3
seq631	 0.11084	1	3
seq1680	 0.74122	1	0
seq263	 0.86925	1	0
seq156	 0.03364	1	0
seq242	-0.38775	1	2
seq1175	 0.01825	1	2
seq1054	 0.99108	1	1
seq1516	-0.08158	1	3
seq1144	 0.07390	1	2
seq1252	 0.57924	1	4
seq885	-0.12170	1	4
seq1120	-0.05028	1	4
seq1393	 0.62904	1	4
seq1332	 0.13973	1	4
seq1659	 0.47928	1	0
seq744	 0.98300	1	1
seq528	 0.12406	1	0
seq1712	 0.24691	1	0
seq18	-0.25184	1	0
seq311	 0.14593	1	0
seq1779	 0.43039	1	0
seq390	 0.22807	1	2
seq403	-0.13684	1	2
seq130	 0.00912	1	4
seq414	 0.39587	1	1
seq1232	 0.76523	1	3
seq1425	-0.18737	1	2
seq1757	 0.48207	1	2
seq652	 0.84402	1	3
seq1683	 0.16986	1	0
seq187	 0.26856	1	4
seq654	 1.01482	1	2
seq958	 0.90114	1	2
seq364	 0.14943	1	4
seq745	 0.31220	1	2
seq365	 0.49323	1	3
seq840	-0.28158	1	1
seq592	 0.94791	1	4
seq1085	-0.08860	1	2
seq626	 0.81979	1	0
seq593	 0.68031	1	0
seq890	 0.34728	1	4
seq1819	-0.28209	1	4
seq368	 0.50758	1	4
seq687	-0.02931	1	3
seq442	 0.77063	1	4
seq1047	 0.68608	1	2
seq306	 0.54751	1	2
seq1433	-0.36199	1	3
seq1717	-0.23282	1	0
seq1760	 0.42093	1	1
seq1024	 0.68151	1	3
seq1753	 0.52888	1	2
seq877	-0.05996	1	3
seq1446	 0.28761	1	1
seq962	-0.06611	1	2
seq1387	 0.53769	1	2
seq516	 0.34425	1	4
seq1168	 0.35326	1	3
seq437	 0.47200	1	1
seq979	 0.02379	1	1
seq1766	 0.29406	1	4
seq436	 0.34681	1	2
seq929	-0.57056	1	0
seq1501	 0.18596	1	4
seq1481	 0.15733	1	2
seq450	 0.50782	1	3
seq1691	 0.15512	1	2
seq1616	 0.80974	1	0
seq1016	 0.91514	1	2
seq1535	-0.25818	1	0
seq764	-0.01647	1	0
seq666	-0.69818	1	4
seq1078	 0.51887	1	2
seq249	 0.14918	1	0
seq935	 0.79931	1	4
seq1686	-0.28103	1	2
seq1569	 0.70094	1	2
seq980	-0.31549	1	2
seq839	 0.31543	1	2
seq655	 0.01313	1	2
seq1432	-0.44532	1	1
seq1670	 0.18962	1	2
seq469	 0.74197	1	3
seq277	 0.05272	1	1
seq280	 0.44792	1	0
seq782	 0.94213	1	2
seq410	-0.50306	1	4
seq351	-0.79522	1	4
seq1092	 0.64801	1	3
seq78	-0.37010	1	1
seq1133	 0.90399	1	4
seq569	 0.10883	1	3
seq661	 0.32963	1	2
seq1325	 0.19928	1	1
seq1482	 0.11495	1	4
seq456	-0.29135	1	3
seq1548	 0.28987	1	4
seq1172	 0.14193	1	1
seq1104	 0.94428	1	1
seq85	 0.71145	1	0
seq635	 0.21897	1	4
seq767	-0.01942	1	3
seq899	 0.19440	1	1
seq1696	 1.15033	1	0
seq1467	-0.02604	1	2
seq990	 0.45868	1	3
seq686	-0.70223	1	3
seq867	 0.00331	1	2
seq94	 0.18397	1	0
seq417	-0.24969	1	2
seq634	 0.40686	1	0
seq316	 0.73179	1	1
seq1327	-0.14326	1	1
seq244	-0.46844	1	2
seq1806	 0.23065	1	2
seq871	 0.99652	1	3
seq1701	 0.11208	1	2
seq1787	 0.61189	1	4
seq1823	-0.10330	1	0
seq495	 0.60374	1	4
seq1150	 0.60324	1	1
seq633	 0.12023	1	0
seq1536	 0.38330	1	3
seq1532	 0.57551	1	3
seq1586	 0.03709	1	3
seq407	 0.32753	1	2
seq1619	 0.50983	1	3
seq937	 0.29391	1	1
seq423	 0.75458	1	3
seq838	-0.09501	1	3
seq1658	 0.80508	1	3
seq265	 0.04107	1	0
seq637	-0.10691	1	4
seq742	 0.43939	1	2
seq1365	-0.21935	1	0
seq1455	 0.08911	1	2
seq1385	 0.99693	1	2
seq1058	-0.24049	1	3
seq1490	 0.56442	1	1
seq810	 0.16006	1	1
seq903	 0.07164	1	3
seq1831	 0.59414	1	0
seq544	 0.30497	1	2
seq32	 0.54883	1	3
seq786	 0.01484	1	1
seq1360	 0.61029	1	3
seq10	 0.45328	1	1
seq113	 1.15735	1	2
seq1791	 0.01698	1	1
seq1200	 0.58083	1	4
seq1699	 0.56244	1	1
seq1512	 0.09281	1	3
seq725	 0.01488	1	1
seq116	 0.35094	1	3
seq1007	-0.07268	1	4
seq1177	-0.13767	1	2
seq213	 0.44367	1	4
seq615	-0.03243	1	2
seq349	 0.81396	1	2
seq90	-0.10178	1	4
seq613	 0.63613	1	4
seq101	 0.89404	1	3
seq1721	 0.14170	1	3
seq1607	 0.25164	1	0
seq1034	 0.29289	1	4
seq459	 0.23003	1	4
seq1704	 0.01032	1	0
seq111	 0.54853	1	2
seq1355	 0.26268	1	1
seq1160	 0.25925	1	0
seq1255	 0.45572	1	1
seq1508	 0.25555	1	2
seq159	-0.25801	1	3
seq152	 0.74579	1	4
seq1224	-0.32000	1	1
seq1202	 0.82543	1	0
seq15	 0.49835	1	2
seq1192	 0.05351	1	0
seq1115	 0.72114	1	3
seq963	-0.07056	1	2
seq734	 0.07342	1	0
seq239	-0.21077	1	2
seq13	-0.12960	1	2
seq690	 0.30036	1	3
seq750	-0.21184	1	1
seq1667	 0.74746	1	1
seq707	 0.84680	1	3
seq1084	 0.37665	1	2
seq1826	-0.50119	1	3
seq539	 0.79020	1	3
seq1218	 0.60116	1	0
seq1267	 0.23897	1	1
seq360	 0.58160	1	1
seq536	 0.35346	1	1
seq1296	-0.38029	1	1
seq1291	-0.29010	1	1
seq1815	 0.32365	1	0
seq222	 0.64179	1	2
seq1062	-0.06921	1	4
seq157	-0.25690	1	2
seq51	-0.35763	1	4
seq1505	 0.24051	1	1
seq53	 0.23078	1	4
seq509	 0.04201	1	3
seq1375	 0.49096	1	2
seq927	-0.53672	1	1
seq430	 0.29292	1	3
seq1106	 0.27869	1	2
seq1759	 0.67484	1	2
seq471	 0.86492	1	1
seq737	 0.30815	1	4
seq1043	-0.01145	1	0
seq959	 0.97433	1	1
seq1652	 0.19218	1	1
seq1459	 0.22388	1	4
seq619	-0.09818	1	0
seq178	 0.97232	1	2
seq784	 0.28258	1	0
seq335	 0.05085	1	0
seq724	 0.51632	1	0
seq551	 0.96275	1	2
seq1461	-1.00061	1	1
seq577	 1.03205	1	2
seq340	-0.30750	1	2
seq924	 0.20604	1	4
seq203	 0.49006	1	2
seq1626	-0.38864	1	3
seq762	 0.48123	1	0
seq1703	-0.48311	1	4
seq919	 0.03481	1	1
seq1456	 0.23241	1	1
seq987	-0.03789	1	1
seq618	 0.89562	1	4
seq477	-0.05326	1	4
seq1230	 0.95749	1	0
seq212	 0.85400	1	2
seq284	 0.63725	1	3
seq1318	-0.74717	1	0
seq453	 0.19460	1	2
seq533	-0.06374	1	2
seq1582	 0.11385	1	4
